"freq
References : ['S(1,1)','S(1,2)','S(2,1)','S(2,2)']
Dependency : [freq]
Num. Points : [200]
Matrix Size : scalar
Type : Real","S(1,1)
References : []
Dependency : [freq]
Num. Points : [200]
Matrix Size : scalar
Type : Complex
Complex Format : Real/Imag","S(1,2)
References : []
Dependency : [freq]
Num. Points : [200]
Matrix Size : scalar
Type : Complex
Complex Format : Real/Imag","S(2,1)
References : []
Dependency : [freq]
Num. Points : [200]
Matrix Size : scalar
Type : Complex
Complex Format : Real/Imag","S(2,2)
References : []
Dependency : [freq]
Num. Points : [200]
Matrix Size : scalar
67.50000000000000 GHz,-0.031821830461673 - j0.077064469450140 ,0.789343152520864 - j0.568194565179526 ,0.789343152520863 - j0.568194565179525 ,-0.031821830461598 - j0.077064469450026 
68.00000000000000 GHz,-0.032447417115225 - j0.077398073449858 ,0.786649694047424 - j0.571682017553782 ,0.786649694047424 - j0.571682017553781 ,-0.032447417115223 - j0.077398073449853 
68.50000000000000 GHz,-0.033075695586937 - j0.077725762506181 ,0.783941299054349 - j0.575156086084869 ,0.783941299054349 - j0.575156086084869 ,-0.033075695586928 - j0.077725762506164 
69.00000000000000 GHz,-0.033706607938273 - j0.078047510704711 ,0.781218040903154 - j0.578616714305602 ,0.781218040903153 - j0.578616714305601 ,-0.033706607938250 - j0.078047510704682 
69.50000000000000 GHz,-0.034340095986536 - j0.078363292680980 ,0.778479993046556 - j0.582063846305884 ,0.778479993046556 - j0.582063846305884 ,-0.034340095986513 - j0.078363292680969 
70.00000000000000 GHz,-0.034976101308560 - j0.078673083626345 ,0.775727229022532 - j0.585497426727279 ,0.775727229022532 - j0.585497426727279 ,-0.034976101308469 - j0.078673083626247 
70.50000000000000 GHz,-0.035614565247091 - j0.078976859291577 ,0.772959822445860 - j0.588917400755744 ,0.772959822445860 - j0.588917400755744 ,-0.035614565247106 - j0.078976859291586 
71.00000000000000 GHz,-0.036255428914939 - j0.079274595993269 ,0.770177847003114 - j0.592323714116646 ,0.770177847003115 - j0.592323714116646 ,-0.036255428914910 - j0.079274595993244 
71.50000000000000 GHz,-0.036898633200434 - j0.079566270617365 ,0.767381376445746 - j0.595716313068208 ,0.767381376445746 - j0.595716313068209 ,-0.036898633200469 - j0.079566270617401 
72.00000000000000 GHz,-0.037544118771819 - j0.079851860625948 ,0.764570484585836 - j0.599095144397385 ,0.764570484585835 - j0.599095144397385 ,-0.037544118771741 - j0.079851860625852 
72.50000000000000 GHz,-0.038191826084189 - j0.080131344059288 ,0.761745245288476 - j0.602460155412272 ,0.761745245288475 - j0.602460155412271 ,-0.038191826084187 - j0.080131344059296 
73.00000000000000 GHz,-0.038841695383963 - j0.080404699542298 ,0.758905732468348 - j0.605811293937931 ,0.758905732468348 - j0.605811293937931 ,-0.038841695384003 - j0.080404699542337 
73.50000000000000 GHz,-0.039493666714989 - j0.080671906288257 ,0.756052020083924 - j0.609148508310925 ,0.756052020083924 - j0.609148508310925 ,-0.039493666714987 - j0.080671906288276 
74.00000000000000 GHz,-0.040147679925070 - j0.080932944101664 ,0.753184182132009 - j0.612471747372487 ,0.753184182132008 - j0.612471747372488 ,-0.040147679925065 - j0.080932944101669 
74.50000000000000 GHz,-0.040803674671629 - j0.081187793383366 ,0.750302292643629 - j0.615780960464466 ,0.750302292643628 - j0.615780960464466 ,-0.040803674671711 - j0.081187793383470 
75.00000000000000 GHz,-0.041461590427509 - j0.081436435134646 ,0.747406425680060 - j0.619076097424216 ,0.747406425680059 - j0.619076097424216 ,-0.041461590427605 - j0.081436435134735 
75.50000000000000 GHz,-0.042121366488354 - j0.081678850959118 ,0.744496655327243 - j0.622357108577949 ,0.744496655327243 - j0.622357108577950 ,-0.042121366488339 - j0.081678850959100 
76.00000000000000 GHz,-0.042782941978487 - j0.081915023067027 ,0.741573055692130 - j0.625623944736553 ,0.741573055692129 - j0.625623944736553 ,-0.042782941978556 - j0.081915023067087 
76.50000000000000 GHz,-0.043446255857049 - j0.082144934279219 ,0.738635700899613 - j0.628876557190886 ,0.738635700899613 - j0.628876557190887 ,-0.043446255857135 - j0.082144934279314 
77.00000000000000 GHz,-0.044111246925084 - j0.082368568029385 ,0.735684665087840 - j0.632114897706255 ,0.735684665087839 - j0.632114897706255 ,-0.044111246925079 - j0.082368568029388 
77.50000000000000 GHz,-0.044777853832637 - j0.082585908366369 ,0.732720022404110 - j0.635338918516969 ,0.732720022404110 - j0.635338918516969 ,-0.044777853832704 - j0.082585908366425 
78.00000000000000 GHz,-0.045446015085231 - j0.082796939957825 ,0.729741847002174 - j0.638548572322000 ,0.729741847002174 - j0.638548572322001 ,-0.045446015085244 - j0.082796939957862 
78.50000000000000 GHz,-0.046115669050470 - j0.083001648092571 ,0.726750213038581 - j0.641743812280360 ,0.726750213038581 - j0.641743812280361 ,-0.046115669050514 - j0.083001648092609 
79.00000000000000 GHz,-0.046786753965148 - j0.083200018683145 ,0.723745194669706 - j0.644924592006282 ,0.723745194669706 - j0.644924592006282 ,-0.046786753965170 - j0.083200018683166 
79.50000000000000 GHz,-0.047459207942550 - j0.083392038267584 ,0.720726866048040 - j0.648090865564114 ,0.720726866048040 - j0.648090865564114 ,-0.047459207942544 - j0.083392038267558 
80.00000000000000 GHz,-0.048132968979832 - j0.083577694011011 ,0.717695301318983 - j0.651242587463267 ,0.717695301318983 - j0.651242587463267 ,-0.048132968979842 - j0.083577694011010 
80.50000000000000 GHz,-0.048807974963685 - j0.083756973709472 ,0.714650574619499 - j0.654379712655461 ,0.714650574619498 - j0.654379712655460 ,-0.048807974963715 - j0.083756973709486 
81.00000000000000 GHz,-0.049484163678917 - j0.083929865790248 ,0.711592760073816 - j0.657502196528796 ,0.711592760073816 - j0.657502196528797 ,-0.049484163678888 - j0.083929865790228 
81.50000000000000 GHz,-0.050161472815291 - j0.084096359313127 ,0.708521931791050 - j0.660609994903059 ,0.708521931791050 - j0.660609994903058 ,-0.050161472815259 - j0.084096359313098 
82.00000000000000 GHz,-0.050839839974648 - j0.084256443972868 ,0.705438163862927 - j0.663703064026174 ,0.705438163862927 - j0.663703064026174 ,-0.050839839974570 - j0.084256443972791 
82.50000000000000 GHz,-0.051519202678192 - j0.084410110099958 ,0.702341530361092 - j0.666781360569531 ,0.702341530361092 - j0.666781360569531 ,-0.051519202678145 - j0.084410110099928 
83.00000000000000 GHz,-0.052199498373388 - j0.084557348662306 ,0.699232105335291 - j0.669844841624013 ,0.699232105335290 - j0.669844841624014 ,-0.052199498373453 - j0.084557348662349 
83.50000000000000 GHz,-0.052880664442089 - j0.084698151265757 ,0.696109962810321 - j0.672893464695358 ,0.696109962810320 - j0.672893464695357 ,-0.052880664442077 - j0.084698151265748 
84.00000000000000 GHz,-0.053562638206991 - j0.084832510155050 ,0.692975176784309 - j0.675927187700264 ,0.692975176784309 - j0.675927187700264 ,-0.053562638206974 - j0.084832510155020 
84.50000000000000 GHz,-0.054245356939633 - j0.084960418214709 ,0.689827821226281 - j0.678945968962222 ,0.689827821226280 - j0.678945968962222 ,-0.054245356939688 - j0.084960418214756 
85.00000000000000 GHz,-0.054928757867389 - j0.085081868969703 ,0.686667970074511 - j0.681949767207459 ,0.686667970074511 - j0.681949767207459 ,-0.054928757867359 - j0.085081868969673 
85.50000000000000 GHz,-0.055612778180470 - j0.085196856585984 ,0.683495697234565 - j0.684938541561376 ,0.683495697234565 - j0.684938541561375 ,-0.055612778180376 - j0.085196856585898 
86.00000000000000 GHz,-0.056297355040149 - j0.085305375870065 ,0.680311076576727 - j0.687912251543578 ,0.680311076576728 - j0.687912251543578 ,-0.056297355040130 - j0.085305375870051 
86.50000000000000 GHz,-0.056982425585043 - j0.085407422270787 ,0.677114181935402 - j0.690870857065456 ,0.677114181935402 - j0.690870857065456 ,-0.056982425585036 - j0.085407422270760 
87.00000000000000 GHz,-0.057667926939296 - j0.085502991877682 ,0.673905087106229 - j0.693814318424970 ,0.673905087106229 - j0.693814318424970 ,-0.057667926939291 - j0.085502991877690 
87.50000000000000 GHz,-0.058353796219828 - j0.085592081421275 ,0.670683865844569 - j0.696742596302868 ,0.670683865844569 - j0.696742596302868 ,-0.058353796219820 - j0.085592081421261 
88.00000000000000 GHz,-0.059039970542299 - j0.085674688274973 ,0.667450591865290 - j0.699655651761372 ,0.667450591865289 - j0.699655651761372 ,-0.059039970542307 - j0.085674688274980 
88.50000000000000 GHz,-0.059726387030305 - j0.085750810451544 ,0.664205338839236 - j0.702553446236883 ,0.664205338839237 - j0.702553446236883 ,-0.059726387030306 - j0.085750810451529 
89.00000000000000 GHz,-0.060412982821494 - j0.085820446604754 ,0.660948180392886 - j0.705435941538707 ,0.660948180392886 - j0.705435941538707 ,-0.060412982821492 - j0.085820446604753 
89.50000000000000 GHz,-0.061099695074844 - j0.085883596028490 ,0.657679190106892 - j0.708303099844949 ,0.657679190106891 - j0.708303099844950 ,-0.061099695074893 - j0.085883596028545 
90.00000000000000 GHz,-0.061786460978034 - j0.085940258656372 ,0.654398441514647 - j0.711154883699157 ,0.654398441514648 - j0.711154883699158 ,-0.061786460978025 - j0.085940258656351 
90.50000000000000 GHz,-0.062473217754995 - j0.085990435059410 ,0.651106008100306 - j0.713991256005542 ,0.651106008100305 - j0.713991256005541 ,-0.062473217755040 - j0.085990435059443 
91.00000000000000 GHz,-0.063159902672309 - j0.086034126447578 ,0.647801963298739 - j0.716812180027484 ,0.647801963298739 - j0.716812180027483 ,-0.063159902672229 - j0.086034126447520 
91.50000000000000 GHz,-0.063846453046893 - j0.086071334666517 ,0.644486380493155 - j0.719617619382301 ,0.644486380493156 - j0.719617619382301 ,-0.063846453046842 - j0.086071334666475 
92.00000000000000 GHz,-0.064532806252943 - j0.086102062198042 ,0.641159333014662 - j0.722407538039020 ,0.641159333014661 - j0.722407538039020 ,-0.064532806252891 - j0.086102062198015 
92.50000000000000 GHz,-0.065218899729005 - j0.086126312157879 ,0.637820894140739 - j0.725181900314192 ,0.637820894140739 - j0.725181900314191 ,-0.065218899729001 - j0.086126312157879 
93.00000000000000 GHz,-0.065904670984394 - j0.086144088295815 ,0.634471137094956 - j0.727940670870011 ,0.634471137094957 - j0.727940670870012 ,-0.065904670984468 - j0.086144088295872 
93.50000000000000 GHz,-0.066590057607475 - j0.086155394992317 ,0.631110135044649 - j0.730683814708946 ,0.631110135044648 - j0.730683814708946 ,-0.066590057607493 - j0.086155394992333 
94.00000000000000 GHz,-0.067274997271106 - j0.086160237258701 ,0.627737961101186 - j0.733411297172324 ,0.627737961101186 - j0.733411297172324 ,-0.067274997271065 - j0.086160237258657 
94.50000000000000 GHz,-0.067959427740992 - j0.086158620733850 ,0.624354688317774 - j0.736123083935308 ,0.624354688317774 - j0.736123083935308 ,-0.067959427740884 - j0.086158620733777 
95.00000000000000 GHz,-0.068643286880872 - j0.086150551684783 ,0.620960389690162 - j0.738819141006096 ,0.620960389690162 - j0.738819141006096 ,-0.068643286880811 - j0.086150551684739 
95.50000000000000 GHz,-0.069326512660784 - j0.086136037002995 ,0.617555138154457 - j0.741499434720741 ,0.617555138154458 - j0.741499434720741 ,-0.069326512660704 - j0.086136037002943 
96.00000000000000 GHz,-0.070009043163305 - j0.086115084202847 ,0.614139006586477 - j0.744163931740470 ,0.614139006586477 - j0.744163931740470 ,-0.070009043163310 - j0.086115084202862 
96.50000000000000 GHz,-0.070690816589823 - j0.086087701420634 ,0.610712067801799 - j0.746812599049527 ,0.610712067801799 - j0.746812599049527 ,-0.070690816589924 - j0.086087701420698 
97.00000000000000 GHz,-0.071371771267829 - j0.086053897411709 ,0.607274394554254 - j0.749445403951356 ,0.607274394554254 - j0.749445403951356 ,-0.071371771267812 - j0.086053897411703 
97.50000000000000 GHz,-0.072051845657145 - j0.086013681547766 ,0.603826059535142 - j0.752062314065100 ,0.603826059535142 - j0.752062314065100 ,-0.072051845657266 - j0.086013681547845 
98.00000000000000 GHz,-0.072730978356710 - j0.085967063816178 ,0.600367135373260 - j0.754663297323890 ,0.600367135373260 - j0.754663297323889 ,-0.072730978356766 - j0.085967063816236 
98.50000000000000 GHz,-0.073409108110790 - j0.085914054816471 ,0.596897694633673 - j0.757248321970942 ,0.596897694633673 - j0.757248321970942 ,-0.073409108110760 - j0.085914054816442 
99.00000000000000 GHz,-0.074086173815877 - j0.085854665757635 ,0.593417809816994 - j0.759817356556273 ,0.593417809816994 - j0.759817356556272 ,-0.074086173815927 - j0.085854665757670 
99.50000000000000 GHz,-0.074762114526538 - j0.085788908457544 ,0.589927553359663 - j0.762370369935449 ,0.589927553359662 - j0.762370369935449 ,-0.074762114526561 - j0.085788908457569 
100.0000000000000 GHz,-0.075436869462043 - j0.085716795338777 ,0.586426997632652 - j0.764907331265349 ,0.586426997632653 - j0.764907331265349 ,-0.075436869462032 - j0.085716795338750 
