"Freq [GHz]","re(St(P1,P1)) []","im(St(P1,P1)) []","re(St(P1,P2)) []","im(St(P1,P2)) []","re(St(P2,P1)) []","im(St(P2,P1)) []","re(St(P2,P2)) []","im(St(P2,P2)) []"
0,0.00438290974204847,0,0.995631536163273,0,0.995631552970735,0,0.00438291174856431,0
0.5,0.00489220474833729,-0.000177676834720586,0.995076521947183,-0.00573679716395858,0.995076522224899,-0.0057368012219321,0.00489173593071257,-0.000175940836502519
1,0.00536185306940595,-0.000996708486109554,0.994501679322092,-0.0108294158762092,0.994501678288763,-0.0108294135970297,0.00536068665408962,-0.000992659908181537
1.5,0.00564496097221578,-0.00196684522430601,0.994020744900702,-0.0159385515193975,0.994020744945463,-0.0159385495281441,0.00564268413208424,-0.00196074286060011
2,0.00578767962286797,-0.00296158434780835,0.993557708964088,-0.0208935852472543,0.993557709525533,-0.0208935838281441,0.00578439570390543,-0.00295276641472952
2.5,0.00585664033528666,-0.00394133566768318,0.993136611414435,-0.025762688839297,0.993136612105447,-0.0257626879324135,0.00585256946431301,-0.00392956138199807
3,0.00588551321239983,-0.0049032264865474,0.992748605253648,-0.0305892410939048,0.992748605883959,-0.030589240553816,0.00588079666682706,-0.00488841860452816
3.5,0.00589042645113658,-0.0058507481793697,0.992377322257682,-0.0353952520758725,0.992377322755513,-0.0353952517735898,0.00588513584380745,-0.0058328784588948
4,0.00587947620756513,-0.00678755167269252,0.992007963717267,-0.0401902973848305,0.992007964068413,-0.0401902972282482,0.00587363931806717,-0.00676660140242191
4.5,0.00585698508168386,-0.00771647236759776,0.991629133002586,-0.0449776990533604,0.991629133217558,-0.0449776989822048,0.00585060356604306,-0.00769241943739019
5,0.00582539802666693,-0.00863958270956289,0.99123245914627,-0.0497578743647438,0.991232459244817,-0.0497578743413385,0.00581845796108382,-0.00861239765297483
5.5,0.00578616852593772,-0.00955838804754272,0.990811828872322,-0.0545299968483164,0.990811828876689,-0.0545299968498902,0.00577864660428595,-0.00952803311384898
6,0.00574019729563835,-0.0104739944195078,0.990362724611418,-0.0592927875788618,0.990362724543604,-0.0592927875921063,0.00573206455178976,-0.0104404236373856
6.5,0.00568806169214175,-0.0113872290574424,0.989881745262734,-0.0640448802757998,0.989881745143515,-0.0640448802932774,0.00567928581050525,-0.0113503885794213
7,0.00563014173868304,-0.0122987230793576,0.989366279372237,-0.0687849810409098,0.989366279220919,-0.0687849810587036,0.00562068854258402,-0.0122585515616418
7.5,0.00556669244420971,-0.0132089678103213,0.988814286479846,-0.0735119298550186,0.988814286314282,-0.0735119298711897,0.00555652689273911,-0.0131653967499794
8,0.0054978869261606,-0.0141183533998497,0.988224150857162,-0.0782247156140512,0.988224150693875,-0.0782247156277158,0.00548697380917407,-0.0140713074113705
8.5,0.00542384300824439,-0.0150271956289041,0.987594582603316,-0.0829224698593789,0.987594582457601,-0.0829224698700486,0.00541214745121976,-0.014976592662741
9,0.00534464012337466,-0.0159357547884511,0.986924549509499,-0.0876044514969392,0.986924549395532,-0.0876044515041583,0.00533212796975346,-0.0158815063001239
9.5,0.00526033034413598,-0.0168442491736203,0.986213228938265,-0.0922700285224582,0.986213228869176,-0.0922700285255837,0.00524696845710604,-0.016786260252549
10,0.00517094575301813,-0.0177528648706984,0.985459972805076,-0.0969186596664615,0.985459972793012,-0.0969186596645297,0.00515670226342668,-0.017691034336794
10.5,0.00506578850680117,-0.018645853792262,0.984748380360565,-0.101604852123559,0.984748380348568,-0.101604852121547,0.00505109044821817,-0.0185808044255475
11,0.00495511778933666,-0.019539583948986,0.984014087641036,-0.10627484984541,0.984014087629107,-0.106274849843318,0.00493994314744828,-0.019471295607449
11.5,0.00483887836005387,-0.0204340803885925,0.983257904388281,-0.110929018327419,0.983257904376422,-0.110929018325248,0.00482320529668256,-0.0203625316445688
12,0.00471701235514427,-0.0213293665793737,0.982480563306287,-0.115567758421893,0.9824805632945,-0.115567758419648,0.00470081925051613,-0.0212545346849469
12.5,0.00458945929305432,-0.022225464306536,0.981682721791015,-0.120191496804564,0.981682721779304,-0.120191496802248,0.0045727247921738,-0.0221473251598558
13,0.00445615608309685,-0.0231223935649441,0.980864964566868,-0.12480067737566,0.980864964555234,-0.124800677373273,0.00443885914626788,-0.0230409216777998
13.5,0.00431703703751518,-0.0240201724483153,0.980027807030226,-0.129395753621952,0.98002780701867,-0.129395753619497,0.00429915699504813,-0.0239353409153349
14,0.00417203388741402,-0.024918817034898,0.979171699118107,-0.133977181935737,0.979171699106631,-0.133977181933217,0.00415355049851091,-0.0248305975046721
14.5,0.00402107580292212,-0.025818341269674,0.978297029540003,-0.138545415862789,0.978297029528609,-0.138545415860206,0.00400196931871931,-0.0257267039182274
15,0.00386408941800026,-0.0267187568431799,0.977404130232148,-0.143100901232984,0.977404130220837,-0.143100901230342,0.00384434064872756,-0.0266236703501201
15.5,0.00370099886028755,-0.0276200730671081,0.976493280914623,-0.147644072114576,0.976493280903397,-0.147644072111875,0.0036805892464626,-0.0275215045948589
16,0.00353172578643145,-0.0285222967467744,0.975564713652134,-0.152175347524528,0.975564713640993,-0.152175347521773,0.00351063747398384,-0.0284202119232519
16.5,0.0033561894232734,-0.0294254320506977,0.974618617338235,-0.156695128822923,0.97461861732718,-0.156695128820115,0.00333440534246841,-0.0293197949558404
17,0.00317430661535821,-0.0303294803774929,0.973655142040111,-0.161203797717814,0.973655142029144,-0.161203797714954,0.00315181056334787,-0.0302202535340173
17.5,0.00298599187915265,-0.0312344402203184,0.972674403156298,-0.16570171480788,0.972674403145418,-0.165701714804974,0.00296276860595464,-0.0311215845891044
18,0.00279115746440838,-0.0321403070292199,0.971676485353043,-0.170189218592923,0.971676485342253,-0.170189218589971,0.0027671927620848,-0.0320237820096874
18.5,0.00258971342308023,-0.0330470730716703,0.970661446256377,-0.174666624886233,0.970661446245677,-0.174666624883239,0.00256499421783152,-0.0329268365075488
19,0.00238156768618746,-0.033954727291718,0.969629319886365,-0.179134226567696,0.969629319875755,-0.17913422656466,0.00235608213307344,-0.0338307354825571
19.5,0.00216662614903829,-0.0348632551681161,0.968580119827811,-0.183592293621803,0.968580119817292,-0.183592293618729,0.002140363728967,-0.0347354628869141
20,0.00194479276515439,-0.0357726385719839,0.967513842137825,-0.188041073410387,0.967513842127397,-0.188041073407278,0.00191774438377162,-0.0356409990892499
20.5,0.00171596964928178,-0.0366828556244081,0.966430467995491,-0.192480791135242,0.966430467985155,-0.192480791132094,0.00168812773733593,-0.0365473207390012
21,0.00148005718980776,-0.0375938805546063,0.965329966102564,-0.196911650451334,0.96532996609232,-0.196911650448154,0.00145141580453856,-0.0374544006316415
21.5,0.00123695417087438,-0.0385056835592317,0.964212294846691,-0.201333834196316,0.964212294836539,-0.201333834193104,0.00120750909794295,-0.0383622075753149
22,0.000986557904484098,-0.0394182306634279,0.963077404240541,-0.205747505206765,0.963077404230482,-0.205747505203524,0.000956306759905157,-0.0392707062594821
22.5,0.000728764372812218,-0.040331483584366,0.961925237651313,-0.21015280719598,0.961925237641347,-0.210152807192712,0.000697706704339746,-0.0401798571262288
23,0.000463468380913989,-0.0412453995979258,0.96075573333569,-0.214549865672025,0.960755733325817,-0.21454986566873,0.00043160576829071,-0.0410896162449159
23.5,0.000190563720000259,-0.0421599314093175,0.959568825795453,-0.218938788878246,0.959568825785672,-0.218938788874928,0.000157899873435896,-0.0419999351908689
24,-9.00566586712892E-005,-0.0430750270284403,0.958364446968786,-0.223319668741619,0.958364446959099,-0.223319668738278,-0.000123515802420149,-0.042910760928903
24.5,-0.000378500459200126,-0.0439906296507737,0.957142527271859,-0.22769258181693,0.957142527262265,-0.227692581813566,-0.000412746643846051,-0.0438220357023926
25,-0.000674875845809442,-0.0449066775446867,0.955902996504668,-0.232057590217222,0.955902996495169,-0.232057590213838,-0.000709898406315801,-0.0447336969287515
25.5,-0.000979291237035662,-0.0458231039460468,0.954645784634367,-0.236414742522959,0.954645784624962,-0.236414742519557,-0.00101507701489295,-0.045645677102117
26,-0.00129185508951551,-0.0467398369610077,0.95337082246849,-0.240764074664049,0.953370822459179,-0.240764074660631,-0.00132838835322147,-0.0465579037040667
26.5,-0.00161267567159407,-0.0476567994779313,0.952078042229627,-0.245105610770419,0.952078042220409,-0.245105610766985,-0.00164993804307223,-0.0474702991232765
