"Freq [GHz]","re(St(P1,P1)) []","im(St(P1,P1)) []","re(St(P1,P2)) []","im(St(P1,P2)) []","re(St(P2,P1)) []","im(St(P2,P1)) []","re(St(P2,P2)) []","im(St(P2,P2)) []"
0,0.00639501030423162,0,0.993623321439372,0,0.993623328584363,0,0.00639501678239185,0
0.5,0.00705300415431154,-0.000777614571152441,0.992870392265761,-0.00954770189269638,0.992870391550348,-0.00954770120502602,0.00705318529123034,-0.000777905245206156
1,0.00757098307929738,-0.00234121877609894,0.992097344983625,-0.0183005547165891,0.992097344687231,-0.0183005548730826,0.00757137826390597,-0.00234202237054149
1.5,0.00787509277279241,-0.00405156256171324,0.991385996566446,-0.0268749273000335,0.99138599635126,-0.0268749272152871,0.00787565108176125,-0.00405292468098573
2,0.00799817144232495,-0.00580363976964371,0.990709831952524,-0.035368610747593,0.990709831869535,-0.035368610605504,0.00799890338978493,-0.0058055397866621
2.5,0.00801358647682537,-0.00754182775851753,0.990002788543733,-0.0438341660344221,0.990002788546652,-0.0438341659141415,0.00801453221276205,-0.00754425702612771
3,0.0079619038968386,-0.00925827685804492,0.989230705359747,-0.052275255458321,0.989230705403381,-0.052275255380124,0.007963110088133,-0.0092612380321313
3.5,0.00786357510050228,-0.0109551966828025,0.988380159886418,-0.0606859895590208,0.988380159941145,-0.0606859895199587,0.00786508892726845,-0.0109586991525674
4,0.00772931723800574,-0.012636008278295,0.987447752101963,-0.0690605342079005,0.987447752151329,-0.0690605341976127,0.00773118497876557,-0.0126400656502144
4.5,0.00756514282697229,-0.0143035861643428,0.986434578133138,-0.077394961045175,0.986434578169708,-0.0773949610523825,0.00756740955311885,-0.0143082150036085
5,0.00737468560956178,-0.0159600970936982,0.985343544696481,-0.0856872292317075,0.985343544718468,-0.0856872292467719,0.00737739515107494,-0.0159653162473381
5.5,0.00716030926592415,-0.0176071483266682,0.984178051922365,-0.0939367677808782,0.984178051931204,-0.0939367677966443,0.00716350424735535,-0.0176129785145562
6,0.00692366057664062,-0.0192459538768937,0.98294135251172,-0.102144031172158,0.982941352510359,-0.102144031184006,0.00692738247602098,-0.0192524174148581
6.5,0.00666595798990288,-0.020877463679736,0.981636262312495,-0.110310120819989,0.981636262304255,-0.110310120825507,0.00667024721037279,-0.0208845842755583
7,0.00638814811531552,-0.0225024548095139,0.980265059783409,-0.11843648901788,0.980265059771238,-0.118436489016393,0.00639304406737451,-0.0225102574053935
7.5,0.00609099335255031,-0.0241215936727288,0.978829486858799,-0.126524720001092,0.978829486844848,-0.126524719993152,0.00609653454588166,-0.024130104322027
8,0.00577512223805698,-0.0257354776854672,0.977330801403505,-0.134576376373141,0.977330801388906,-0.134576376360046,0.00578134638138922,-0.0257447234579198
