"Freq [thz]","re(St(P1,P1)) []","im(St(P1,P1)) []","re(St(P1,P2)) []","im(St(P1,P2)) []","re(St(P2,P1)) []","im(St(P2,P1)) []","re(St(P2,P2)) []","im(St(P2,P2)) []"
0,0.257466866551113,0,0.742550378694432,0,0.742550382274203,0,0.257466860799468,0
0.0005,0.259093285596862,0.0042034685267488,0.740911322735218,-0.00579838600132859,0.740911322780809,-0.00579838614404556,0.25909329040192,0.00420204418030781
0.001,0.260014967579201,0.0068985783550111,0.739979378726273,-0.0100848743902617,0.739979378733059,-0.0100848743569213,0.260014984073081,0.00689573417987776
0.0015,0.260582830208067,0.00943682037388787,0.73940239473575,-0.0142153419038936,0.739402394674461,-0.0142153418713728,0.260582837840184,0.00943257832657269
0.002,0.260990820990501,0.0119797821147412,0.738985375206766,-0.0183509705066427,0.738985375155487,-0.0183509704541251,0.260990867728639,0.0119741409806375
0.0025,0.261338277319058,0.0145388161293336,0.738626034264383,-0.0225037698875629,0.738626034237907,-0.0225037698381989,0.261338374117703,0.0145317703761021
0.003,0.261664215550382,0.0171120284363784,0.738284833607008,-0.0266709768271707,0.738284833598769,-0.0266709767929043,0.261664369843136,0.0171035843215459
0.0035,0.261988669081335,0.0196969538296777,0.737941955973516,-0.0308497308958621,0.737941955975188,-0.0308497308789876,0.261988892915765,0.0196871218053281
0.004,0.262323558242395,0.022290977967807,0.7375857187721,-0.0350373643717203,0.737585718777878,-0.0350373643703577,0.262323867449106,0.0222797683794865
0.0045,0.262676424353278,0.0248914916496498,0.737208714504079,-0.0392313375033248,0.737208714510584,-0.0392313375143456,0.262676836757026,0.0248789136132793
0.005,0.263052174742761,0.0274960553662482,0.736806086515258,-0.0434293020637552,0.736806086520741,-0.0434293020839399,0.263052709016359,0.0274821168712067
0.0055,0.263454056561894,0.0301024798920171,0.73637458942215,-0.047629148841411,0.736374589425829,-0.0476291488678035,0.263454731675522,0.0300871881905907
0.006,0.263884242262379,0.0327088384321195,0.7359120268483,-0.051829013307026,0.735912026849946,-0.05182901333698,0.263885077279041,0.032692200402291
0.0065,0.264344193387796,0.0353134441621182,0.735416900576275,-0.0560272549829383,0.73541690057596,-0.0560272550140644,0.264345207429605,0.035295466574572
0.007,0.264834891299533,0.0379148157885041,0.734888186434651,-0.0602224264974196,0.734888186432612,-0.0602224265275131,0.264836103588904,0.0378955054840333
0.0075,0.265356986102318,0.0405116424439027,0.734325188552016,-0.0644132416112978,0.734325188548576,-0.0644132416382728,0.265358416030764,0.0404910064433206
0.008,0.265910894430669,0.0431027524974815,0.733727442997562,-0.0685985463811798,0.733727442993089,-0.0685985464030166,0.265912561633448,0.0430807980644998
0.0085,0.266496864763253,0.0456870875394992,0.733094653036579,-0.0727772947877358,0.733094653031468,-0.0727772948024407,0.266498789190687,0.0456638222118398
0.009,0.267115021793784,0.0482636813670705,0.732426644930167,-0.0769485288276439,0.732426644924825,-0.0769485288332206,0.26711722377592,0.0482391129663319
0.0095,0.267765397080261,0.0508316432886548,0.731723337285421,-0.081111362545035,0.73172333728027,-0.0811113625394627,0.267767897384194,0.0508057799159493
0.01,0.268447950563282,0.0533901449659393,0.730984719475993,-0.0852649693415549,0.730984719471464,-0.085264969322773,0.268450770443505,0.0533629949879138
0.0105,0.269166875075528,0.0559710537871025,0.730197726475617,-0.0894321492510872,0.730197726472528,-0.0894321492327977,0.269169905895088,0.0559426879698841
0.011,0.26991856095241,0.0585393832254106,0.72937554103173,-0.0935861652958982,0.729375541030006,-0.0935861652782156,0.269921827048079,0.0585098171496075
0.0115,0.270702698917144,0.0610946218054226,0.728518539359181,-0.0977265702039697,0.728518539358737,-0.0977265701869982,0.27070622618115,0.0610638707089903
0.012,0.271518969707838,0.063636268913617,0.727627100978858,-0.101852932907845,0.727627100979602,-0.101852932891678,0.271522785570017,0.06360434758224
0.0125,0.272367044572831,0.0661638350172316,0.726701607874512,-0.105964837942841,0.726701607876347,-0.105964837927562,0.272371177974621,0.0661307576775704
0.013,0.273246585768097,0.0686768418555922,0.725742443748021,-0.110061884811702,0.725742443750843,-0.110061884797381,0.273251067128751,0.068642622071999
0.0135,0.274157247054994,0.0711748226043566,0.72474999337073,-0.114143687327927,0.724749993374434,-0.114143687314624,0.274162108230421,0.0711394731796255
0.014,0.275098674196701,0.0736573220132155,0.723724642027261,-0.118209872948962,0.723724642031738,-0.118209872936725,0.275103948431395,0.0736208548938805
0.0145,0.276070505451779,0.0761238965176975,0.722666775047065,-0.122260082109264,0.722666775052206,-0.122260082098131,0.276076227324311,0.0760863227043471
0.015,0.277072372063351,0.0785741143258314,0.721576777418186,-0.126293967562057,0.721576777423882,-0.126293967552055,0.277078577425952,0.078535443788845
0.0155,0.27810389874252,0.0810075554804915,0.720455033477069,-0.130311193737343,0.720455033483211,-0.130311193728487,0.278110624655293,0.080967797081564
0.016,0.279164704144698,0.0834238118983469,0.719301926667813,-0.13431143612255,0.719301926674295,-0.134311436114847,0.279171988805022,0.0833829733180987
0.0165,0.28025440133767,0.0858224873863902,0.718117839364062,-0.138294380671006,0.718117839370781,-0.138294380664454,0.280262284005365,0.0857805750583144
0.017,0.281372598260265,0.0882031976370878,0.71690315274661,-0.142259723242329,0.716903152753465,-0.142259723236915,0.281381119179103,0.088160216688028
0.0175,0.282518898170649,0.0905655702032396,0.715658246729868,-0.146207169077784,0.715658246736764,-0.14620716907349,0.282528098486785,0.0905215244005372
0.018,0.283692900083336,0.0929092444536709,0.714383499930548,-0.150136432312735,0.714383499937394,-0.150136432309533,0.283702821761255,0.0928641361590714
