500.0000000000000,0.00604036,0.000101741,0.99392247,-0.005561551,0.99392247,-0.005561551,0.00604036,0.000101741
500.0000000000000,0.00604036,0.000101741,0.99392247,-0.005561551,0.99392247,-0.005561551,0.00604036,0.000101741
500.0000000000000,0.00604036,0.000101741,0.99392247,-0.005561551,0.99392247,-0.005561551,0.00604036,0.000101741
1.000000000000000,0.006500634,-0.000252264,0.993372973,-0.010642425,0.993372973,-0.010642425,0.006500634,-0.000252264
1.500000000000000,0.006800847,-0.000816414,0.992947598,-0.015497272,0.992947598,-0.015497272,0.006800847,-0.000816414
2.000000000000000,0.006976594,-0.001415984,0.992610477,-0.020306794,0.992610477,-0.020306794,0.006976594,-0.001415984
2.500000000000000,0.007087353,-0.002006863,0.992301085,-0.025115211,0.992301085,-0.025115211,0.007087353,-0.002006863
3.000000000000000,0.007165947,-0.002583637,0.991987092,-0.029926667,0.991987092,-0.029926667,0.007165947,-0.002583637
3.500000000000000,0.007228813,-0.003149089,0.991653455,-0.034737221,0.991653455,-0.034737221,0.007228813,-0.003149089
4.000000000000000,0.007284371,-0.003707031,0.991293515,-0.039542334,0.991293515,-0.039542334,0.007284371,-0.003707031
4.500000000000000,0.00733707,-0.004260844,0.990904652,-0.044338341,0.990904652,-0.044338341,0.00733707,-0.004260844
5.000000000000000,0.007389261,-0.004813305,0.990486242,-0.049122561,0.990486242,-0.049122561,0.007389261,-0.004813305
5.500000000000000,0.007442102,-0.005366664,0.990038666,-0.053893122,0.990038666,-0.053893122,0.007442102,-0.005366664
6.000000000000000,0.007496021,-0.00592274,0.989562803,-0.058648788,0.989562803,-0.058648788,0.007496021,-0.00592274
6.500000000000000,0.007550984,-0.006482997,0.989059751,-0.063388799,0.989059751,-0.063388799,0.007550984,-0.006482997
7.000000000000000,0.007606648,-0.007048599,0.988530687,-0.068112758,0.988530687,-0.068112758,0.007606648,-0.007048599
7.500000000000000,0.007662471,-0.007620447,0.987976773,-0.072820536,0.987976773,-0.072820536,0.007662471,-0.007620447
8.000000000000000,0.007717782,-0.008199217,0.987399119,-0.077512212,0.987399119,-0.077512212,0.007717782,-0.008199217
8.500000000000000,0.007771838,-0.008785382,0.98679875,-0.082188011,0.98679875,-0.082188011,0.007771838,-0.008785382
9.000000000000000,0.007823862,-0.009379238,0.986176601,-0.08684827,0.986176601,-0.08684827,0.007823862,-0.009379238
9.500000000000000,0.007873076,-0.009980931,0.985533507,-0.091493404,0.985533507,-0.091493404,0.007873076,-0.009980931
10.00000000000000,0.007918723,-0.010590476,0.984870209,-0.096123883,0.984870209,-0.096123883,0.007918723,-0.010590476
10.50000000000000,0.007960081,-0.011207776,0.984187352,-0.100740209,0.984187352,-0.100740209,0.007960081,-0.011207776
11.00000000000000,0.007996478,-0.011832646,0.983485496,-0.105342906,0.983485496,-0.105342906,0.007996478,-0.011832646
11.50000000000000,0.008027296,-0.012464826,0.982765115,-0.109932503,0.982765115,-0.109932503,0.008027296,-0.012464826
12.00000000000000,0.008051976,-0.013103997,0.982026613,-0.114509527,0.982026613,-0.114509527,0.008051976,-0.013103997
12.50000000000000,0.008070022,-0.013749798,0.981270319,-0.119074497,0.981270319,-0.119074497,0.008070022,-0.013749798
13.00000000000000,0.008080996,-0.014401835,0.980496503,-0.123627913,0.980496503,-0.123627913,0.008080996,-0.014401835
13.50000000000000,0.008084519,-0.015059692,0.979705379,-0.128170256,0.979705379,-0.128170256,0.008084519,-0.015059692
14.00000000000000,0.008080268,-0.015722941,0.97889711,-0.132701983,0.97889711,-0.132701983,0.008080268,-0.015722941
14.50000000000000,0.008067972,-0.016391147,0.978071817,-0.137223527,0.978071817,-0.137223527,0.008067972,-0.016391147
15.00000000000000,0.008047408,-0.017063876,0.97722958,-0.14173529,0.97722958,-0.14173529,0.008047408,-0.017063876
15.50000000000000,0.008018398,-0.017740699,0.976370449,-0.146237648,0.976370449,-0.146237648,0.008018398,-0.017740699
16.00000000000000,0.0079808,-0.018421196,0.975494441,-0.150730947,0.975494441,-0.150730947,0.0079808,-0.018421196
16.50000000000000,0.007934513,-0.01910496,0.974601554,-0.155215505,0.974601554,-0.155215505,0.007934513,-0.01910496
17.00000000000000,0.007879464,-0.019791597,0.973691761,-0.159691611,0.973691761,-0.159691611,0.007879464,-0.019791597
17.50000000000000,0.007815608,-0.020480727,0.97276502,-0.164159527,0.97276502,-0.164159527,0.007815608,-0.020480727
18.00000000000000,0.007742927,-0.02117199,0.971821275,-0.168619488,0.971821275,-0.168619488,0.007742927,-0.02117199
18.50000000000000,0.00766142,-0.021865041,0.970860459,-0.173071702,0.970860459,-0.173071702,0.00766142,-0.021865041
19.00000000000000,0.007571107,-0.022559553,0.969882496,-0.177516355,0.969882496,-0.177516355,0.007571107,-0.022559553
19.50000000000000,0.007472024,-0.023255217,0.968887305,-0.181953607,0.968887305,-0.181953607,0.007472024,-0.023255217
20.00000000000000,0.007364218,-0.023951739,0.967874797,-0.1863836,0.967874797,-0.1863836,0.007364218,-0.023951739
20.50000000000000,0.007247748,-0.024648845,0.966844884,-0.190806452,0.966844884,-0.190806452,0.007247748,-0.024648845
21.00000000000000,0.007122682,-0.025346273,0.965797475,-0.195222263,0.965797475,-0.195222263,0.007122682,-0.025346273
21.50000000000000,0.006989096,-0.02604378,0.964732478,-0.199631115,0.964732478,-0.199631115,0.006989096,-0.02604378
22.00000000000000,0.00684707,-0.026741135,0.963649803,-0.204033073,0.963649803,-0.204033073,0.00684707,-0.026741135
